review_id,order_id,review_score,review_comment,estimated_delivery_date,actual_delivery_date,review_date
R000961,O001366,2,"Product is okay, average quality.",2024-04-27,2024-04-28,2024-05-02
R000962,O001367,3,Decent but packaging could improve.,2024-08-08,2024-08-11,2024-08-15
R000963,O001369,4,"Works fine, nothing special.",2024-02-23,2024-02-24,2024-02-26
R000964,O001370,3,Decent but packaging could improve.,2023-02-22,2023-02-25,2023-02-27
R000965,O001371,2,Decent but packaging could improve.,2023-12-03,2023-12-04,2023-12-07
R000966,O001372,3,"Product is okay, average quality.",2024-04-26,2024-04-28,2024-05-01
R000967,O001373,4,Delivery took longer than expected.,2024-05-02,2024-05-05,2024-05-07
R000968,O001374,3,Delivery took longer than expected.,2023-10-24,2023-10-27,2023-10-29
R000969,O001375,4,Decent but packaging could improve.,2024-12-13,2024-12-14,2024-12-15
R000970,O001376,4,Good value for money.,2023-05-29,2023-05-29,2023-05-31
R000971,O001377,3,Delivery took longer than expected.,2023-12-19,2023-12-18,2023-12-19
R000972,O001379,4,Exactly as described. Very happy.,2024-05-07,2024-05-05,2024-05-06
R000973,O001380,4,Loved it!,2024-04-27,2024-04-25,2024-04-29
R000974,O001382,5,Exactly as described. Very happy.,2023-05-17,2023-05-15,2023-05-19
R000975,O001383,4,Delivery took longer than expected.,2024-03-14,2024-03-15,2024-03-17
R000976,O001384,4,Good value for money.,2024-02-06,2024-02-06,2024-02-09
R000977,O001386,4,Good value for money.,2024-05-12,2024-05-12,2024-05-15
R000978,O001387,5,"Great product, fast delivery!",2023-11-27,2023-11-26,2023-11-28
R000979,O001389,1,Received a damaged item.,2024-09-23,2024-09-30,2024-10-01
R000980,O001392,1,Product quality not as expected.,2024-07-23,2024-07-28,2024-08-01
R000981,O001393,4,"Great product, fast delivery!",2024-03-24,2024-03-24,2024-03-28
R000982,O001394,5,Good value for money.,2024-05-16,2024-05-16,2024-05-20
R000983,O001396,1,Product quality not as expected.,2024-09-01,2024-09-05,2024-09-06
R000984,O001397,5,"Great product, fast delivery!",2025-01-02,2025-01-02,2025-01-04
R000985,O001400,5,Exactly as described. Very happy.,2023-10-22,2023-10-21,2023-10-24
R000986,O001401,4,Good value for money.,2023-04-19,2023-04-19,2023-04-22
R000987,O001402,4,"Excellent quality, will buy again.",2024-02-15,2024-02-15,2024-02-18
R000988,O001403,4,"Product is okay, average quality.",2023-07-19,2023-07-22,2023-07-26
R000989,O001404,5,Loved it!,2024-11-28,2024-11-28,2024-11-29
R000990,O001407,4,"Product is okay, average quality.",2023-09-14,2023-09-17,2023-09-19
R000991,O001408,3,Decent but packaging could improve.,2023-02-21,2023-02-21,2023-02-22
R000992,O001411,3,Decent but packaging could improve.,2023-03-21,2023-03-22,2023-03-24
R000993,O001412,3,Delivery took longer than expected.,2024-02-12,2024-02-14,2024-02-15
R000994,O001414,4,Loved it!,2024-11-26,2024-11-26,2024-11-27
R000995,O001415,4,"Product is okay, average quality.",2024-04-20,2024-04-23,2024-04-25
R000996,O001416,3,"Works fine, nothing special.",2023-06-05,2023-06-05,2023-06-07
R000997,O001417,5,Loved it!,2024-10-27,2024-10-26,2024-10-28
R000998,O001418,4,"Great product, fast delivery!",2024-11-15,2024-11-14,2024-11-17
R000999,O001419,3,Delivery took longer than expected.,2023-06-23,2023-06-26,2023-06-27
R001000,O001421,5,"Great product, fast delivery!",2023-07-30,2023-07-29,2023-08-01
R001001,O001422,1,Product quality not as expected.,2024-08-25,2024-09-04,2024-09-07
R001002,O001424,4,Exactly as described. Very happy.,2023-01-19,2023-01-17,2023-01-21
R001003,O001425,5,"Excellent quality, will buy again.",2024-11-06,2024-11-05,2024-11-06
R001004,O001426,4,Decent but packaging could improve.,2024-03-17,2024-03-20,2024-03-23
R001005,O001427,5,"Great product, fast delivery!",2024-12-31,2024-12-29,2025-01-01
R001006,O001428,4,"Excellent quality, will buy again.",2023-12-01,2023-11-29,2023-11-30
R001007,O001430,5,"Great product, fast delivery!",2023-02-20,2023-02-20,2023-02-24
R001008,O001431,3,"Product is okay, average quality.",2023-09-25,2023-09-27,2023-09-28
R001009,O001432,3,"Works fine, nothing special.",2023-03-04,2023-03-06,2023-03-09
R001010,O001433,3,Decent but packaging could improve.,2024-12-10,2024-12-13,2024-12-16
R001011,O001434,1,"Poor packaging, item was scratched.",2024-09-21,2024-09-30,2024-10-02
R001012,O001436,4,Exactly as described. Very happy.,2024-11-07,2024-11-07,2024-11-08
R001013,O001441,4,"Product is okay, average quality.",2023-06-10,2023-06-12,2023-06-14
R001014,O001443,3,Decent but packaging could improve.,2023-07-22,2023-07-24,2023-07-27
R001015,O001444,5,Good value for money.,2023-03-31,2023-03-29,2023-04-01
R001016,O001445,2,"Product is okay, average quality.",2023-05-14,2023-05-16,2023-05-17
R001017,O001446,5,Good value for money.,2023-04-24,2023-04-22,2023-04-26
R001018,O001447,4,"Great product, fast delivery!",2024-12-23,2024-12-21,2024-12-23
R001019,O001448,3,Decent but packaging could improve.,2024-06-10,2024-06-13,2024-06-15
R001020,O001449,3,Delivery took longer than expected.,2024-12-14,2024-12-15,2024-12-19
R001021,O001451,3,"Product is okay, average quality.",2023-07-27,2023-07-26,2023-07-30
R001022,O001452,1,Product quality not as expected.,2024-08-14,2024-08-23,2024-08-27
R001023,O001453,5,"Great product, fast delivery!",2023-09-03,2023-09-02,2023-09-04
R001024,O001455,3,"Product is okay, average quality.",2023-06-22,2023-06-23,2023-06-24
R001025,O001456,4,Loved it!,2023-04-24,2023-04-24,2023-04-26
R001026,O001457,3,Decent but packaging could improve.,2023-07-20,2023-07-23,2023-07-27
R001027,O001461,5,Loved it!,2023-06-30,2023-06-29,2023-07-03
R001028,O001462,2,Product quality not as expected.,2024-08-11,2024-08-17,2024-08-19
R001029,O001463,5,Good value for money.,2023-05-01,2023-04-29,2023-05-02
R001030,O001464,4,"Works fine, nothing special.",2023-09-07,2023-09-09,2023-09-11
R001031,O001465,5,Loved it!,2024-10-24,2024-10-23,2024-10-27
R001032,O001467,3,Decent but packaging could improve.,2023-03-23,2023-03-22,2023-03-23
R001033,O001468,4,"Excellent quality, will buy again.",2023-12-08,2023-12-08,2023-12-09
R001034,O001469,4,"Product is okay, average quality.",2023-08-13,2023-08-16,2023-08-18
R001035,O001471,2,"Works fine, nothing special.",2024-08-13,2024-08-16,2024-08-17
R001036,O001472,3,"Product is okay, average quality.",2023-04-24,2023-04-26,2023-04-28
R001037,O001473,5,"Great product, fast delivery!",2024-02-06,2024-02-06,2024-02-10
R001038,O001474,5,Good value for money.,2023-12-15,2023-12-15,2023-12-18
R001039,O001475,2,Decent but packaging could improve.,2023-04-29,2023-04-30,2023-05-01
R001040,O001476,5,"Great product, fast delivery!",2024-03-11,2024-03-11,2024-03-14
R001041,O001477,3,Decent but packaging could improve.,2023-07-15,2023-07-16,2023-07-18
R001042,O001479,5,Good value for money.,2023-03-30,2023-03-28,2023-03-31
R001043,O001480,3,Delivery took longer than expected.,2023-11-29,2023-11-30,2023-12-02
R001044,O001481,3,"Works fine, nothing special.",2023-08-12,2023-08-14,2023-08-18
R001045,O001484,4,Delivery took longer than expected.,2023-11-20,2023-11-21,2023-11-22
R001046,O001486,3,"Product is okay, average quality.",2024-06-24,2024-06-25,2024-06-29
R001047,O001487,4,Loved it!,2024-02-23,2024-02-22,2024-02-23
R001048,O001488,3,Delivery took longer than expected.,2024-04-09,2024-04-07,2024-04-11
R001049,O001489,2,"Poor packaging, item was scratched.",2024-07-25,2024-08-01,2024-08-04
R001050,O001492,5,Loved it!,2024-01-10,2024-01-08,2024-01-09
R001051,O001493,3,"Product is okay, average quality.",2024-10-11,2024-10-13,2024-10-15
R001052,O001494,3,Decent but packaging could improve.,2024-12-31,2024-12-29,2025-01-01
R001053,O001495,4,Delivery took longer than expected.,2024-11-22,2024-11-24,2024-11-27
R001054,O001496,3,"Product is okay, average quality.",2023-10-23,2023-10-21,2023-10-24
R001055,O001499,3,"Product is okay, average quality.",2024-06-23,2024-06-25,2024-06-28
R001056,O001500,4,Good value for money.,2023-12-24,2023-12-24,2023-12-26
R001057,O001501,3,Decent but packaging could improve.,2023-12-24,2023-12-26,2023-12-27
R001058,O001502,2,Delivery took longer than expected.,2024-10-15,2024-10-16,2024-10-17
R001059,O001503,2,Delivery took longer than expected.,2023-10-04,2023-10-07,2023-10-09
R001060,O001504,4,"Product is okay, average quality.",2024-10-14,2024-10-15,2024-10-18
R001061,O001505,3,"Works fine, nothing special.",2023-10-20,2023-10-23,2023-10-26
R001062,O001506,4,Delivery took longer than expected.,2023-09-03,2023-09-06,2023-09-08
R001063,O001507,4,Delivery took longer than expected.,2023-11-24,2023-11-27,2023-11-29
R001064,O001508,2,"Product is okay, average quality.",2024-06-30,2024-07-03,2024-07-04
R001065,O001511,5,"Excellent quality, will buy again.",2024-12-25,2024-12-24,2024-12-27
R001066,O001512,4,Good value for money.,2023-05-20,2023-05-18,2023-05-21
R001067,O001513,4,Decent but packaging could improve.,2024-01-19,2024-01-21,2024-01-25
R001068,O001514,3,"Works fine, nothing special.",2024-02-16,2024-02-17,2024-02-18
R001069,O001515,4,Exactly as described. Very happy.,2023-12-13,2023-12-13,2023-12-15
R001070,O001516,5,Exactly as described. Very happy.,2024-03-16,2024-03-16,2024-03-19
R001071,O001517,5,"Excellent quality, will buy again.",2023-06-19,2023-06-19,2023-06-20
R001072,O001519,5,"Excellent quality, will buy again.",2023-10-26,2023-10-26,2023-10-27
R001073,O001520,5,Exactly as described. Very happy.,2024-04-16,2024-04-16,2024-04-19
R001074,O001522,4,"Works fine, nothing special.",2024-02-12,2024-02-14,2024-02-17
R001075,O001523,5,"Great product, fast delivery!",2023-05-29,2023-05-29,2023-05-30
R001076,O001527,1,Product quality not as expected.,2024-09-15,2024-09-24,2024-09-28
R001077,O001528,4,"Great product, fast delivery!",2023-07-17,2023-07-17,2023-07-18
R001078,O001529,4,Decent but packaging could improve.,2024-11-19,2024-11-20,2024-11-23
R001079,O001530,5,Loved it!,2025-01-01,2025-01-01,2025-01-05
R001080,O001531,5,"Great product, fast delivery!",2024-02-27,2024-02-27,2024-03-01
R001081,O001532,4,"Great product, fast delivery!",2023-04-28,2023-04-28,2023-05-02
R001082,O001533,4,"Works fine, nothing special.",2023-10-12,2023-10-14,2023-10-16
R001083,O001535,3,Delivery took longer than expected.,2023-09-11,2023-09-09,2023-09-12
R001084,O001536,5,"Great product, fast delivery!",2023-03-22,2023-03-20,2023-03-24
R001085,O001537,5,"Great product, fast delivery!",2024-01-29,2024-01-27,2024-01-30
R001086,O001538,3,Delivery took longer than expected.,2024-11-02,2024-11-05,2024-11-07
R001087,O001539,2,Product quality not as expected.,2024-09-03,2024-09-08,2024-09-11
R001088,O001540,4,Loved it!,2023-05-30,2023-05-30,2023-06-01
R001089,O001541,3,"Works fine, nothing special.",2024-04-22,2024-04-23,2024-04-24
R001090,O001542,3,"Product is okay, average quality.",2023-06-24,2023-06-25,2023-06-26
R001091,O001543,5,"Great product, fast delivery!",2023-06-09,2023-06-09,2023-06-11
R001092,O001544,4,Loved it!,2024-10-21,2024-10-21,2024-10-22
R001093,O001545,3,Delivery took longer than expected.,2023-07-16,2023-07-16,2023-07-20
R001094,O001547,4,Loved it!,2023-01-30,2023-01-30,2023-02-03
R001095,O001550,4,"Works fine, nothing special.",2024-03-08,2024-03-11,2024-03-12
R001096,O001551,3,Decent but packaging could improve.,2024-06-08,2024-06-08,2024-06-11
R001097,O001552,5,Exactly as described. Very happy.,2023-04-26,2023-04-24,2023-04-26
R001098,O001553,4,"Product is okay, average quality.",2023-11-25,2023-11-26,2023-11-30
R001099,O001554,5,Good value for money.,2023-09-14,2023-09-14,2023-09-16
R001100,O001555,5,"Great product, fast delivery!",2023-03-25,2023-03-24,2023-03-27
R001101,O001556,3,Decent but packaging could improve.,2023-12-21,2023-12-22,2023-12-23
R001102,O001558,3,Delivery took longer than expected.,2023-02-14,2023-02-16,2023-02-19
R001103,O001560,2,Delivery took longer than expected.,2023-06-13,2023-06-14,2023-06-17
R001104,O001561,5,"Great product, fast delivery!",2023-06-10,2023-06-09,2023-06-12
R001105,O001562,4,Delivery took longer than expected.,2024-11-19,2024-11-22,2024-11-24
R001106,O001564,4,"Works fine, nothing special.",2023-11-21,2023-11-24,2023-11-28
R001107,O001565,5,Loved it!,2024-06-18,2024-06-18,2024-06-20
R001108,O001566,5,Good value for money.,2023-05-10,2023-05-09,2023-05-11
R001109,O001567,4,"Excellent quality, will buy again.",2023-12-13,2023-12-13,2023-12-16
R001110,O001568,2,Decent but packaging could improve.,2023-11-25,2023-11-26,2023-11-29
R001111,O001569,4,Good value for money.,2024-03-02,2024-02-29,2024-03-01
R001112,O001570,5,"Great product, fast delivery!",2025-01-04,2025-01-04,2025-01-05
R001113,O001571,3,"Works fine, nothing special.",2024-07-02,2024-07-03,2024-07-06
R001114,O001576,5,"Excellent quality, will buy again.",2023-06-28,2023-06-26,2023-06-29
R001115,O001577,5,Exactly as described. Very happy.,2023-09-13,2023-09-11,2023-09-13
R001116,O001580,5,"Great product, fast delivery!",2024-11-17,2024-11-16,2024-11-20
R001117,O001582,2,Delivery took longer than expected.,2023-12-08,2023-12-10,2023-12-12
R001118,O001584,2,"Works fine, nothing special.",2023-02-02,2023-02-05,2023-02-08
R001119,O001586,3,"Works fine, nothing special.",2023-11-21,2023-11-22,2023-11-25
R001120,O001588,5,Loved it!,2023-05-26,2023-05-26,2023-05-27
R001121,O001589,4,Exactly as described. Very happy.,2023-01-30,2023-01-28,2023-01-31
R001122,O001590,4,Decent but packaging could improve.,2023-12-04,2023-12-07,2023-12-09
R001123,O001591,5,Good value for money.,2023-06-27,2023-06-26,2023-06-30
R001124,O001592,4,Exactly as described. Very happy.,2023-03-01,2023-02-27,2023-03-03
R001125,O001593,4,"Great product, fast delivery!",2024-06-21,2024-06-20,2024-06-23
R001126,O001594,3,"Works fine, nothing special.",2023-03-22,2023-03-23,2023-03-25
R001127,O001595,5,Exactly as described. Very happy.,2024-02-20,2024-02-18,2024-02-20
R001128,O001597,4,"Works fine, nothing special.",2023-05-08,2023-05-10,2023-05-14
R001129,O001599,2,"Product is okay, average quality.",2024-08-26,2024-08-29,2024-08-30
R001130,O001601,4,Exactly as described. Very happy.,2024-06-17,2024-06-17,2024-06-21
R001131,O001604,4,Exactly as described. Very happy.,2023-07-01,2023-06-30,2023-07-03
R001132,O001605,3,"Product is okay, average quality.",2024-04-08,2024-04-11,2024-04-14
R001133,O001606,3,Delivery took longer than expected.,2024-01-30,2024-01-29,2024-02-01
R001134,O001607,4,Decent but packaging could improve.,2024-11-22,2024-11-23,2024-11-27
R001135,O001608,5,"Excellent quality, will buy again.",2023-10-12,2023-10-10,2023-10-13
R001136,O001609,4,"Works fine, nothing special.",2023-02-07,2023-02-10,2023-02-13
R001137,O001611,1,Not worth the price.,2024-09-28,2024-10-07,2024-10-10
R001138,O001612,3,Delivery took longer than expected.,2023-12-09,2023-12-10,2023-12-13
R001139,O001613,3,Product quality not as expected.,2024-07-06,2024-07-12,2024-07-15
R001140,O001614,4,Loved it!,2023-06-11,2023-06-11,2023-06-12
R001141,O001616,3,Decent but packaging could improve.,2023-01-24,2023-01-25,2023-01-29
R001142,O001617,3,"Product is okay, average quality.",2024-12-29,2024-12-31,2025-01-04
R001143,O001619,5,"Excellent quality, will buy again.",2024-11-29,2024-11-27,2024-11-30
R001144,O001620,4,Good value for money.,2023-07-27,2023-07-26,2023-07-28
R001145,O001621,5,Exactly as described. Very happy.,2024-03-25,2024-03-24,2024-03-28
R001146,O001622,4,"Great product, fast delivery!",2024-04-29,2024-04-29,2024-05-03
R001147,O001623,4,Good value for money.,2023-08-11,2023-08-11,2023-08-15
R001148,O001624,4,Good value for money.,2024-10-12,2024-10-12,2024-10-16
R001149,O001625,5,"Great product, fast delivery!",2024-12-06,2024-12-06,2024-12-09
R001150,O001626,4,Decent but packaging could improve.,2024-11-07,2024-11-09,2024-11-10
R001151,O001628,2,Decent but packaging could improve.,2023-07-08,2023-07-09,2023-07-12
R001152,O001629,3,"Product is okay, average quality.",2023-07-31,2023-07-29,2023-08-02
R001153,O001630,3,"Works fine, nothing special.",2024-12-31,2024-12-30,2024-12-31
R001154,O001632,4,Good value for money.,2024-05-11,2024-05-09,2024-05-12
R001155,O001633,4,"Product is okay, average quality.",2024-05-18,2024-05-21,2024-05-22
R001156,O001634,3,"Product is okay, average quality.",2024-03-14,2024-03-17,2024-03-21
R001157,O001635,2,Decent but packaging could improve.,2024-12-18,2024-12-20,2024-12-21
R001158,O001636,3,"Works fine, nothing special.",2023-08-20,2023-08-22,2023-08-24
R001159,O001637,4,"Great product, fast delivery!",2023-09-07,2023-09-07,2023-09-11
R001160,O001638,5,Exactly as described. Very happy.,2023-03-20,2023-03-18,2023-03-20
R001161,O001640,4,"Works fine, nothing special.",2023-07-27,2023-07-28,2023-07-30
R001162,O001641,4,Good value for money.,2023-09-13,2023-09-12,2023-09-16
R001163,O001642,1,Received a damaged item.,2024-09-30,2024-10-08,2024-10-12
R001164,O001644,3,"Product is okay, average quality.",2023-05-30,2023-05-31,2023-06-04
R001165,O001648,5,Loved it!,2023-03-16,2023-03-15,2023-03-17
R001166,O001651,3,Delivery took longer than expected.,2023-04-25,2023-04-23,2023-04-25
R001167,O001652,3,Delivery took longer than expected.,2024-12-07,2024-12-05,2024-12-06
R001168,O001653,4,"Excellent quality, will buy again.",2023-11-08,2023-11-08,2023-11-09
R001169,O001654,4,"Excellent quality, will buy again.",2023-12-31,2023-12-31,2024-01-04
R001170,O001655,3,Delivery took longer than expected.,2023-07-14,2023-07-16,2023-07-20
R001171,O001656,2,Delivery took longer than expected.,2023-12-09,2023-12-12,2023-12-15
R001172,O001657,3,"Works fine, nothing special.",2024-04-17,2024-04-20,2024-04-24
R001173,O001661,3,Decent but packaging could improve.,2024-11-15,2024-11-18,2024-11-19
R001174,O001662,2,"Product is okay, average quality.",2024-09-16,2024-09-19,2024-09-23
R001175,O001664,5,Good value for money.,2023-03-03,2023-03-03,2023-03-06
R001176,O001665,3,"Product is okay, average quality.",2023-01-15,2023-01-16,2023-01-18
R001177,O001666,4,Good value for money.,2023-06-14,2023-06-13,2023-06-15
R001178,O001667,3,Decent but packaging could improve.,2024-04-18,2024-04-20,2024-04-21
R001179,O001670,4,"Works fine, nothing special.",2024-11-13,2024-11-15,2024-11-19
